Seconds,EPA_highway,EPA_city,WLTC_3b_low,WLTC_3b_middle,WLTC_3b_high,WLTC_3b_extrahigh,WLTC_2_low,WLTC_2_middle,WLTC_2_high,WLTC_2_full,WLTC_3b_full,EPA_full
1498,,,,,,,,,,,47.7,77.09
1499,,,,,,,,,,,49.3,77.25
1500,,,,,,,,,,,50.5,77.09
1501,,,,,,,,,,,51.3,77.09
1502,,,,,,,,,,,52.1,77.09
1503,,,,,,,,,,,52.7,77.25
1504,,,,,,,,,,,53.4,77.25
1505,,,,,,,,,,,54,77.25
1506,,,,,,,,,,,54.5,77.09
1507,,,,,,,,,,,55,76.12
1508,,,,,,,,,,,55.6,74.03
1509,,,,,,,,,,,56.3,69.68
1510,,,,,,,,,,,57.2,66.3
1511,,,,,,,,,,,58.5,63.57
1512,,,,,,,,,,,60.2,63.09
1513,,,,,,,,,,,62.3,62.76
1514,,,,,,,,,,,64.7,62.76
1515,,,,,,,,,,,67.1,62.93
1516,,,,,,,,,,,69.2,63.57
1517,,,,,,,,,,,70.7,64.53
1518,,,,,,,,,,,71.9,65.98
1519,,,,,,,,,,,72.7,67.59
1520,,,,,,,,,,,73.4,69.36
1521,,,,,,,,,,,73.8,70.33
1522,,,,,,,,,,,74.1,70.97
1523,,,,,,,,,,,74,71.29
1524,,,,,,,,,,,73.6,71.45
1525,,,,,,,,,,,72.5,71.78
1526,,,,,,,,,,,70.8,71.94
1527,,,,,,,,,,,68.6,72.26
1528,,,,,,,,,,,66.2,72.74
1529,,,,,,,,,,,64,73.55
1530,,,,,,,,,,,62.2,73.87
1531,,,,,,,,,,,60.9,74.51
1532,,,,,,,,,,,60.2,75.32
1533,,,,,,,,,,,60,75.48
1534,,,,,,,,,,,60.4,75.64
1535,,,,,,,,,,,61.4,75.8
1536,,,,,,,,,,,63.2,76.6
1537,,,,,,,,,,,65.6,77.09
1538,,,,,,,,,,,68.4,77.25
1539,,,,,,,,,,,71.6,77.25
1540,,,,,,,,,,,74.9,77.09
1541,,,,,,,,,,,78.4,76.93
1542,,,,,,,,,,,81.8,76.12
1543,,,,,,,,,,,84.9,75.16
1544,,,,,,,,,,,87.4,74.35
1545,,,,,,,,,,,89,73.87
1546,,,,,,,,,,,90,73.55
1547,,,,,,,,,,,90.6,73.22
1548,,,,,,,,,,,91,73.06
1549,,,,,,,,,,,91.5,72.9
1550,,,,,,,,,,,92,72.42
1551,,,,,,,,,,,92.7,70.81
1552,,,,,,,,,,,93.4,69.36
1553,,,,,,,,,,,94.2,67.91
1554,,,,,,,,,,,94.9,66.79
1555,,,,,,,,,,,95.7,66.79
1556,,,,,,,,,,,96.6,67.75
1557,,,,,,,,,,,97.7,69.04
1558,,,,,,,,,,,98.9,70.01
1559,,,,,,,,,,,100.4,70.65
1560,,,,,,,,,,,102,70.17
1561,,,,,,,,,,,103.6,69.68
1562,,,,,,,,,,,105.2,69.2
1563,,,,,,,,,,,106.8,69.36
1564,,,,,,,,,,,108.5,69.85
1565,,,,,,,,,,,110.2,70.65
1566,,,,,,,,,,,111.9,71.29
1567,,,,,,,,,,,113.7,71.78
1568,,,,,,,,,,,115.3,72.26
1569,,,,,,,,,,,116.8,72.1
1570,,,,,,,,,,,118.2,71.45
1571,,,,,,,,,,,119.5,70.65
1572,,,,,,,,,,,120.7,69.85
1573,,,,,,,,,,,121.8,69.52
1574,,,,,,,,,,,122.6,69.52
1575,,,,,,,,,,,123.2,69.36
1576,,,,,,,,,,,123.6,69.2
1577,,,,,,,,,,,123.7,69.2
1578,,,,,,,,,,,123.6,69.36
1579,,,,,,,,,,,123.3,69.85
1580,,,,,,,,,,,123,70.65
1581,,,,,,,,,,,122.5,70.81
1582,,,,,,,,,,,122.1,70.01
1583,,,,,,,,,,,121.5,68.56
1584,,,,,,,,,,,120.8,66.79
1585,,,,,,,,,,,120,65.5
1586,,,,,,,,,,,119.1,64.37
1587,,,,,,,,,,,118.1,64.37
1588,,,,,,,,,,,117.1,64.86
1589,,,,,,,,,,,116.2,65.98
1590,,,,,,,,,,,115.5,67.59
1591,,,,,,,,,,,114.9,68.72
1592,,,,,,,,,,,114.5,69.36
1593,,,,,,,,,,,114.1,69.52
1594,,,,,,,,,,,113.9,69.85
1595,,,,,,,,,,,113.7,70.65
1596,,,,,,,,,,,113.3,71.29
1597,,,,,,,,,,,112.9,71.94
1598,,,,,,,,,,,112.2,72.58
1599,,,,,,,,,,,111.4,73.06
1600,,,,,,,,,,,110.5,73.71
1601,,,,,,,,,,,109.5,74.83
1602,,,,,,,,,,,108.5,75.48
1603,,,,,,,,,,,107.7,75.96
1604,,,,,,,,,,,107.1,76.28
1605,,,,,,,,,,,106.6,76.12
1606,,,,,,,,,,,106.4,76.12
1607,,,,,,,,,,,106.2,75.96
1608,,,,,,,,,,,106.2,75.96
1609,,,,,,,,,,,106.2,75.96
1610,,,,,,,,,,,106.4,75.8
1611,,,,,,,,,,,106.5,75.64
1612,,,,,,,,,,,106.8,75.64
1613,,,,,,,,,,,107.2,75.48
1614,,,,,,,,,,,107.8,75.32
1615,,,,,,,,,,,108.5,75.48
1616,,,,,,,,,,,109.4,75.64
1617,,,,,,,,,,,110.5,75.96
1618,,,,,,,,,,,111.7,76.44
1619,,,,,,,,,,,113,77.09
1620,,,,,,,,,,,114.1,77.25
1621,,,,,,,,,,,115.1,77.25
1622,,,,,,,,,,,115.9,77.25
1623,,,,,,,,,,,116.5,77.25
1624,,,,,,,,,,,116.7,77.25
1625,,,,,,,,,,,116.6,77.41
1626,,,,,,,,,,,116.2,77.57
1627,,,,,,,,,,,115.2,77.57
1628,,,,,,,,,,,113.8,77.41
1629,,,,,,,,,,,112,78.21
1630,,,,,,,,,,,110.1,78.7
1631,,,,,,,,,,,108.3,79.02
1632,,,,,,,,,,,107,79.02
1633,,,,,,,,,,,106.1,79.02
1634,,,,,,,,,,,105.8,79.02
1635,,,,,,,,,,,105.7,79.02
1636,,,,,,,,,,,105.7,78.86
1637,,,,,,,,,,,105.6,78.7
1638,,,,,,,,,,,105.3,77.57
1639,,,,,,,,,,,104.9,76.77
1640,,,,,,,,,,,104.4,76.44
1641,,,,,,,,,,,104,75.96
1642,,,,,,,,,,,103.8,75.16
1643,,,,,,,,,,,103.9,74.35
1644,,,,,,,,,,,104.4,74.03
1645,,,,,,,,,,,105.1,73.71
1646,,,,,,,,,,,106.1,73.39
1647,,,,,,,,,,,107.2,73.06
1648,,,,,,,,,,,108.5,72.74
1649,,,,,,,,,,,109.9,72.42
1650,,,,,,,,,,,111.3,71.94
1651,,,,,,,,,,,112.7,71.62
1652,,,,,,,,,,,113.9,71.13
1653,,,,,,,,,,,115,70.01
1654,,,,,,,,,,,116,68.88
1655,,,,,,,,,,,116.8,67.59
1656,,,,,,,,,,,117.6,64.53
1657,,,,,,,,,,,118.4,62.12
1658,,,,,,,,,,,119.2,60.35
1659,,,,,,,,,,,120,57.61
1660,,,,,,,,,,,120.8,55.84
1661,,,,,,,,,,,121.6,54.72
1662,,,,,,,,,,,122.3,53.59
1663,,,,,,,,,,,123.1,52.3
1664,,,,,,,,,,,123.8,51.02
1665,,,,,,,,,,,124.4,49.25
1666,,,,,,,,,,,125,47.64
1667,,,,,,,,,,,125.4,46.35
1668,,,,,,,,,,,125.8,45.71
1669,,,,,,,,,,,126.1,46.03
1670,,,,,,,,,,,126.4,47.48
1671,,,,,,,,,,,126.6,50.53
1672,,,,,,,,,,,126.7,53.75
1673,,,,,,,,,,,126.8,57.29
1674,,,,,,,,,,,126.9,60.35
1675,,,,,,,,,,,126.9,62.93
1676,,,,,,,,,,,126.9,64.7
1677,,,,,,,,,,,126.8,66.14
1678,,,,,,,,,,,126.6,67.27
1679,,,,,,,,,,,126.3,68.24
1680,,,,,,,,,,,126,68.88
1681,,,,,,,,,,,125.7,69.68
1682,,,,,,,,,,,125.6,70.49
1683,,,,,,,,,,,125.6,71.29
1684,,,,,,,,,,,125.8,71.94
1685,,,,,,,,,,,126.2,72.42
1686,,,,,,,,,,,126.6,72.74
1687,,,,,,,,,,,127,73.06
1688,,,,,,,,,,,127.4,73.22
1689,,,,,,,,,,,127.6,73.71
1690,,,,,,,,,,,127.8,74.03
1691,,,,,,,,,,,127.9,74.19
1692,,,,,,,,,,,128,74.83
1693,,,,,,,,,,,128.1,75.32
1694,,,,,,,,,,,128.2,75.8
1695,,,,,,,,,,,128.3,76.77
1696,,,,,,,,,,,128.4,77.73
1697,,,,,,,,,,,128.5,78.86
1698,,,,,,,,,,,128.6,79.98
1699,,,,,,,,,,,128.6,80.95
1700,,,,,,,,,,,128.5,82.08
1701,,,,,,,,,,,128.3,83.2
1702,,,,,,,,,,,128.1,84.33
1703,,,,,,,,,,,127.9,85.46
1704,,,,,,,,,,,127.6,86.58
1705,,,,,,,,,,,127.4,87.71
1706,,,,,,,,,,,127.2,88.84
1707,,,,,,,,,,,127,89.8
1708,,,,,,,,,,,126.9,90.77
1709,,,,,,,,,,,126.8,91.57
1710,,,,,,,,,,,126.7,91.73
1711,,,,,,,,,,,126.8,91.89
1712,,,,,,,,,,,126.9,92.22
1713,,,,,,,,,,,127.1,92.7
1714,,,,,,,,,,,127.4,93.02
1715,,,,,,,,,,,127.7,93.34
1716,,,,,,,,,,,128.1,93.5
1717,,,,,,,,,,,128.5,93.99
1718,,,,,,,,,,,129,94.47
1719,,,,,,,,,,,129.5,94.63
1720,,,,,,,,,,,130.1,94.79
1721,,,,,,,,,,,130.6,94.95
1722,,,,,,,,,,,131,94.95
1723,,,,,,,,,,,131.2,94.79
1724,,,,,,,,,,,131.3,94.63
1725,,,,,,,,,,,131.2,94.31
1726,,,,,,,,,,,130.7,93.99
1727,,,,,,,,,,,129.8,93.66
1728,,,,,,,,,,,128.4,93.5
1729,,,,,,,,,,,126.5,93.34
1730,,,,,,,,,,,124.1,93.18
1731,,,,,,,,,,,121.6,92.7
1732,,,,,,,,,,,119,92.38
1733,,,,,,,,,,,116.5,92.05
1734,,,,,,,,,,,114.1,91.89
1735,,,,,,,,,,,111.8,91.73
1736,,,,,,,,,,,109.5,91.73
1737,,,,,,,,,,,107.1,91.57
1738,,,,,,,,,,,104.8,91.57
1739,,,,,,,,,,,102.5,91.57
1740,,,,,,,,,,,100.4,91.73
1741,,,,,,,,,,,98.6,91.73
1742,,,,,,,,,,,97.2,91.73
1743,,,,,,,,,,,95.9,91.73
1744,,,,,,,,,,,94.8,91.73
1745,,,,,,,,,,,93.8,91.73
1746,,,,,,,,,,,92.8,91.73
1747,,,,,,,,,,,91.8,91.73
1748,,,,,,,,,,,91,91.73
1749,,,,,,,,,,,90.2,91.57
1750,,,,,,,,,,,89.6,91.41
1751,,,,,,,,,,,89.1,90.93
1752,,,,,,,,,,,88.6,90.44
1753,,,,,,,,,,,88.1,90.12
1754,,,,,,,,,,,87.6,90.12
1755,,,,,,,,,,,87.1,90.12
1756,,,,,,,,,,,86.6,90.28
1757,,,,,,,,,,,86.1,90.77
1758,,,,,,,,,,,85.5,91.25
1759,,,,,,,,,,,85,91.57
1760,,,,,,,,,,,84.4,91.89
1761,,,,,,,,,,,83.8,92.22
1762,,,,,,,,,,,83.2,92.38
1763,,,,,,,,,,,82.6,92.38
1764,,,,,,,,,,,82,92.05
1765,,,,,,,,,,,81.3,91.73
1766,,,,,,,,,,,80.4,91.57
1767,,,,,,,,,,,79.1,91.09
1768,,,,,,,,,,,77.4,90.61
1769,,,,,,,,,,,75.1,90.28
1770,,,,,,,,,,,72.3,90.77
1771,,,,,,,,,,,69.1,91.25
1772,,,,,,,,,,,65.9,91.89
1773,,,,,,,,,,,62.7,92.54
1774,,,,,,,,,,,59.7,93.02
1775,,,,,,,,,,,57,93.34
1776,,,,,,,,,,,54.6,93.34
1777,,,,,,,,,,,52.2,93.34
1778,,,,,,,,,,,49.7,93.34
1779,,,,,,,,,,,46.8,93.34
1780,,,,,,,,,,,43.5,93.34
1781,,,,,,,,,,,39.9,93.18
1782,,,,,,,,,,,36.4,93.02
1783,,,,,,,,,,,33.2,92.86
1784,,,,,,,,,,,30.5,92.86
1785,,,,,,,,,,,28.3,93.02
1786,,,,,,,,,,,26.3,93.18
1787,,,,,,,,,,,24.4,93.34
1788,,,,,,,,,,,22.5,93.5
1789,,,,,,,,,,,20.5,93.99
1790,,,,,,,,,,,18.2,94.79
1791,,,,,,,,,,,15.5,95.11
1792,,,,,,,,,,,12.3,95.59
1793,,,,,,,,,,,8.7,96.24
1794,,,,,,,,,,,5.2,96.4
1795,,,,,,,,,,,0,96.4
1796,,,,,,,,,,,0,96.24
1797,,,,,,,,,,,0,95.92
1798,,,,,,,,,,,0,95.59
1799,,,,,,,,,,,0,95.27
1800,,,,,,,,,,,0,95.11
1801,,,,,,,,,,,,94.95
1802,,,,,,,,,,,,94.79
1803,,,,,,,,,,,,94.47
1804,,,,,,,,,,,,94.31
1805,,,,,,,,,,,,94.15
1806,,,,,,,,,,,,93.99
1807,,,,,,,,,,,,93.99
1808,,,,,,,,,,,,93.82
1809,,,,,,,,,,,,93.66
1810,,,,,,,,,,,,93.5
1811,,,,,,,,,,,,93.34
1812,,,,,,,,,,,,93.18
1813,,,,,,,,,,,,93.18
1814,,,,,,,,,,,,93.18
1815,,,,,,,,,,,,93.18
1816,,,,,,,,,,,,93.18
1817,,,,,,,,,,,,93.34
1818,,,,,,,,,,,,93.5
1819,,,,,,,,,,,,93.5
1820,,,,,,,,,,,,93.66
1821,,,,,,,,,,,,93.66
1822,,,,,,,,,,,,93.66
1823,,,,,,,,,,,,93.5
1824,,,,,,,,,,,,93.34
1825,,,,,,,,,,,,93.34
1826,,,,,,,,,,,,93.34
1827,,,,,,,,,,,,93.34
1828,,,,,,,,,,,,93.34
1829,,,,,,,,,,,,93.34
1830,,,,,,,,,,,,93.18
1831,,,,,,,,,,,,93.18
1832,,,,,,,,,,,,93.34
1833,,,,,,,,,,,,93.5
1834,,,,,,,,,,,,93.5
1835,,,,,,,,,,,,93.66
1836,,,,,,,,,,,,93.82
1837,,,,,,,,,,,,93.82
1838,,,,,,,,,,,,93.82
1839,,,,,,,,,,,,93.66
1840,,,,,,,,,,,,93.5
1841,,,,,,,,,,,,93.34
1842,,,,,,,,,,,,93.02
1843,,,,,,,,,,,,92.54
1844,,,,,,,,,,,,91.89
1845,,,,,,,,,,,,91.73
1846,,,,,,,,,,,,91.09
1847,,,,,,,,,,,,90.28
1848,,,,,,,,,,,,90.12
1849,,,,,,,,,,,,89.8
1850,,,,,,,,,,,,89.32
1851,,,,,,,,,,,,88.84
1852,,,,,,,,,,,,88.67
1853,,,,,,,,,,,,88.51
1854,,,,,,,,,,,,88.35
1855,,,,,,,,,,,,88.35
1856,,,,,,,,,,,,88.35
1857,,,,,,,,,,,,88.35
1858,,,,,,,,,,,,88.35
1859,,,,,,,,,,,,88.35
1860,,,,,,,,,,,,88.51
1861,,,,,,,,,,,,88.51
1862,,,,,,,,,,,,88.51
1863,,,,,,,,,,,,88.51
1864,,,,,,,,,,,,88.51
1865,,,,,,,,,,,,88.51
1866,,,,,,,,,,,,88.67
1867,,,,,,,,,,,,88.67
1868,,,,,,,,,,,,88.51
1869,,,,,,,,,,,,88.35
1870,,,,,,,,,,,,88.35
1871,,,,,,,,,,,,88.19
1872,,,,,,,,,,,,88.03
1873,,,,,,,,,,,,87.87
1874,,,,,,,,,,,,87.55
1875,,,,,,,,,,,,87.39
1876,,,,,,,,,,,,87.39
1877,,,,,,,,,,,,87.23
1878,,,,,,,,,,,,87.07
1879,,,,,,,,,,,,87.07
1880,,,,,,,,,,,,87.07
1881,,,,,,,,,,,,86.9
1882,,,,,,,,,,,,86.9
1883,,,,,,,,,,,,86.9
1884,,,,,,,,,,,,86.9
1885,,,,,,,,,,,,86.9
1886,,,,,,,,,,,,86.9
1887,,,,,,,,,,,,86.9
1888,,,,,,,,,,,,86.9
1889,,,,,,,,,,,,87.07
1890,,,,,,,,,,,,87.23
1891,,,,,,,,,,,,87.71
1892,,,,,,,,,,,,88.19
1893,,,,,,,,,,,,88.35
1894,,,,,,,,,,,,88.51
1895,,,,,,,,,,,,88.67
1896,,,,,,,,,,,,88.84
1897,,,,,,,,,,,,88.84
1898,,,,,,,,,,,,89
1899,,,,,,,,,,,,89.16
1900,,,,,,,,,,,,89.32
1901,,,,,,,,,,,,89.48
1902,,,,,,,,,,,,89.64
1903,,,,,,,,,,,,89.8
1904,,,,,,,,,,,,89.96
1905,,,,,,,,,,,,90.12
1906,,,,,,,,,,,,90.12
1907,,,,,,,,,,,,90.12
1908,,,,,,,,,,,,90.12
1909,,,,,,,,,,,,90.12
1910,,,,,,,,,,,,90.12
1911,,,,,,,,,,,,90.12
1912,,,,,,,,,,,,90.12
1913,,,,,,,,,,,,90.12
1914,,,,,,,,,,,,90.12
1915,,,,,,,,,,,,90.12
1916,,,,,,,,,,,,90.12
1917,,,,,,,,,,,,90.12
1918,,,,,,,,,,,,90.12
1919,,,,,,,,,,,,89.96
1920,,,,,,,,,,,,89.96
1921,,,,,,,,,,,,89.96
1922,,,,,,,,,,,,89.8
1923,,,,,,,,,,,,89.48
1924,,,,,,,,,,,,89.16
1925,,,,,,,,,,,,88.84
1926,,,,,,,,,,,,88.67
1927,,,,,,,,,,,,88.51
1928,,,,,,,,,,,,88.35
1929,,,,,,,,,,,,87.87
1930,,,,,,,,,,,,87.55
1931,,,,,,,,,,,,87.23
1932,,,,,,,,,,,,87.07
1933,,,,,,,,,,,,86.58
1934,,,,,,,,,,,,85.94
1935,,,,,,,,,,,,85.78
1936,,,,,,,,,,,,85.46
1937,,,,,,,,,,,,86.74
1938,,,,,,,,,,,,84.65
1939,,,,,,,,,,,,84.33
1940,,,,,,,,,,,,84.01
1941,,,,,,,,,,,,83.85
1942,,,,,,,,,,,,83.69
1943,,,,,,,,,,,,83.69
1944,,,,,,,,,,,,83.69
1945,,,,,,,,,,,,83.69
1946,,,,,,,,,,,,83.85
1947,,,,,,,,,,,,83.69
1948,,,,,,,,,,,,83.69
1949,,,,,,,,,,,,83.52
1950,,,,,,,,,,,,83.04
1951,,,,,,,,,,,,82.72
1952,,,,,,,,,,,,82.24
1953,,,,,,,,,,,,81.59
1954,,,,,,,,,,,,80.95
1955,,,,,,,,,,,,80.15
1956,,,,,,,,,,,,79.34
1957,,,,,,,,,,,,78.37
1958,,,,,,,,,,,,77.57
1959,,,,,,,,,,,,77.41
1960,,,,,,,,,,,,77.25
1961,,,,,,,,,,,,77.25
1962,,,,,,,,,,,,77.41
1963,,,,,,,,,,,,77.89
1964,,,,,,,,,,,,78.7
1965,,,,,,,,,,,,78.86
1966,,,,,,,,,,,,79.02
1967,,,,,,,,,,,,79.02
1968,,,,,,,,,,,,78.86
1969,,,,,,,,,,,,78.86
1970,,,,,,,,,,,,78.7
1971,,,,,,,,,,,,78.21
1972,,,,,,,,,,,,77.73
1973,,,,,,,,,,,,77.25
1974,,,,,,,,,,,,77.09
1975,,,,,,,,,,,,76.93
1976,,,,,,,,,,,,76.77
1977,,,,,,,,,,,,77.09
1978,,,,,,,,,,,,77.73
1979,,,,,,,,,,,,78.86
1980,,,,,,,,,,,,79.02
1981,,,,,,,,,,,,78.86
1982,,,,,,,,,,,,78.7
1983,,,,,,,,,,,,77.25
1984,,,,,,,,,,,,75.8
1985,,,,,,,,,,,,74.35
1986,,,,,,,,,,,,74.19
1987,,,,,,,,,,,,74.19
1988,,,,,,,,,,,,74.35
1989,,,,,,,,,,,,75.48
1990,,,,,,,,,,,,76.93
1991,,,,,,,,,,,,78.86
1992,,,,,,,,,,,,79.98
1993,,,,,,,,,,,,81.43
1994,,,,,,,,,,,,82.88
1995,,,,,,,,,,,,84.01
1996,,,,,,,,,,,,84.81
1997,,,,,,,,,,,,85.3
1998,,,,,,,,,,,,86.26
1999,,,,,,,,,,,,86.9
2000,,,,,,,,,,,,87.07
2001,,,,,,,,,,,,87.55
2002,,,,,,,,,,,,88.03
2003,,,,,,,,,,,,88.67
2004,,,,,,,,,,,,89.16
2005,,,,,,,,,,,,89.16
2006,,,,,,,,,,,,88.51
2007,,,,,,,,,,,,87.71
2008,,,,,,,,,,,,86.26
2009,,,,,,,,,,,,84.49
2010,,,,,,,,,,,,80.79
2011,,,,,,,,,,,,77.57
2012,,,,,,,,,,,,74.83
2013,,,,,,,,,,,,74.35
2014,,,,,,,,,,,,74.03
2015,,,,,,,,,,,,74.03
2016,,,,,,,,,,,,74.51
2017,,,,,,,,,,,,75.32
2018,,,,,,,,,,,,76.44
2019,,,,,,,,,,,,77.57
2020,,,,,,,,,,,,78.54
2021,,,,,,,,,,,,79.66
2022,,,,,,,,,,,,80.79
2023,,,,,,,,,,,,81.59
2024,,,,,,,,,,,,82.24
2025,,,,,,,,,,,,83.2
2026,,,,,,,,,,,,84.01
2027,,,,,,,,,,,,84.49
2028,,,,,,,,,,,,83.85
2029,,,,,,,,,,,,83.04
2030,,,,,,,,,,,,82.24
2031,,,,,,,,,,,,82.08
2032,,,,,,,,,,,,82.08
2033,,,,,,,,,,,,82.24
2034,,,,,,,,,,,,82.72
2035,,,,,,,,,,,,83.2
2036,,,,,,,,,,,,83.69
2037,,,,,,,,,,,,84.01
2038,,,,,,,,,,,,84.49
2039,,,,,,,,,,,,84.97
2040,,,,,,,,,,,,84.81
2041,,,,,,,,,,,,84.65
2042,,,,,,,,,,,,84.17
2043,,,,,,,,,,,,84.17
2044,,,,,,,,,,,,84.33
2045,,,,,,,,,,,,84.49
2046,,,,,,,,,,,,84.81
2047,,,,,,,,,,,,84.81
2048,,,,,,,,,,,,84.33
2049,,,,,,,,,,,,83.85
2050,,,,,,,,,,,,83.2
2051,,,,,,,,,,,,82.24
2052,,,,,,,,,,,,81.27
2053,,,,,,,,,,,,80.63
2054,,,,,,,,,,,,80.15
2055,,,,,,,,,,,,79.98
2056,,,,,,,,,,,,79.82
2057,,,,,,,,,,,,79.66
2058,,,,,,,,,,,,79.66
2059,,,,,,,,,,,,79.98
2060,,,,,,,,,,,,80.47
2061,,,,,,,,,,,,80.79
2062,,,,,,,,,,,,81.43
2063,,,,,,,,,,,,82.24
2064,,,,,,,,,,,,83.04
2065,,,,,,,,,,,,83.52
2066,,,,,,,,,,,,83.69
2067,,,,,,,,,,,,83.85
2068,,,,,,,,,,,,84.33
2069,,,,,,,,,,,,85.13
2070,,,,,,,,,,,,85.78
2071,,,,,,,,,,,,86.42
2072,,,,,,,,,,,,87.23
2073,,,,,,,,,,,,87.71
2074,,,,,,,,,,,,88.19
2075,,,,,,,,,,,,88.51
2076,,,,,,,,,,,,89.32
2077,,,,,,,,,,,,89.96
2078,,,,,,,,,,,,90.28
2079,,,,,,,,,,,,90.61
2080,,,,,,,,,,,,90.77
2081,,,,,,,,,,,,90.93
2082,,,,,,,,,,,,91.25
2083,,,,,,,,,,,,91.57
2084,,,,,,,,,,,,91.73
2085,,,,,,,,,,,,92.22
2086,,,,,,,,,,,,92.86
2087,,,,,,,,,,,,93.66
2088,,,,,,,,,,,,94.63
2089,,,,,,,,,,,,95.11
2090,,,,,,,,,,,,95.27
2091,,,,,,,,,,,,95.11
2092,,,,,,,,,,,,94.63
2093,,,,,,,,,,,,94.15
2094,,,,,,,,,,,,93.5
2095,,,,,,,,,,,,92.86
2096,,,,,,,,,,,,92.22
2097,,,,,,,,,,,,91.89
2098,,,,,,,,,,,,91.41
2099,,,,,,,,,,,,90.93
2100,,,,,,,,,,,,90.44
2101,,,,,,,,,,,,89.32
2102,,,,,,,,,,,,87.87
2103,,,,,,,,,,,,87.07
2104,,,,,,,,,,,,86.42
2105,,,,,,,,,,,,85.62
2106,,,,,,,,,,,,85.13
2107,,,,,,,,,,,,84.49
2108,,,,,,,,,,,,83.69
2109,,,,,,,,,,,,82.56
2110,,,,,,,,,,,,81.27
2111,,,,,,,,,,,,79.66
2112,,,,,,,,,,,,78.05
2113,,,,,,,,,,,,76.6
2114,,,,,,,,,,,,75.32
2115,,,,,,,,,,,,73.39
2116,,,,,,,,,,,,71.13
2117,,,,,,,,,,,,68.4
2118,,,,,,,,,,,,63.09
2119,,,,,,,,,,,,57.78
2120,,,,,,,,,,,,52.46
2121,,,,,,,,,,,,47.15
2122,,,,,,,,,,,,43.13
2123,,,,,,,,,,,,39.43
2124,,,,,,,,,,,,34.6
2125,,,,,,,,,,,,31.38
2126,,,,,,,,,,,,28
2127,,,,,,,,,,,,24.3
2128,,,,,,,,,,,,19.96
2129,,,,,,,,,,,,15.61
2130,,,,,,,,,,,,11.27
2131,,,,,,,,,,,,8.05
2132,,,,,,,,,,,,5.31
2133,,,,,,,,,,,,3.22
2134,,,,,,,,,,,,1.13
2135,,,,,,,,,,,,0
2136,,,,,,,,,,,,0
2137,,,,,,,,,,,,0
